Ligand Number	SMILES
5344	COc1cc(C(=O)/C=C/c2cccc(OCc3ccccc3F)c2)ccc1S(C)(=O)=O
25180	O=C(c1ccc(Oc2ccc(F)cc2F)cc1)N1CCC([C@@H](O)c2ccc(F)cc2)CC1
11616	CS(=O)(=O)c1cc(S(=O)(=O)Nc2ccccc2Oc2cccc(F)c2)ccc1F
10756	C[C@@H](c1ccc(S(C)(=O)=O)cc1)N(C)C(=O)c1ccc(Oc2ccc(F)cc2F)cc1
21016	CCC(=O)N1CC(=O)N2[C@H](CO)[C@H](c3ccc(C#Cc4cccc(F)c4)cc3)[C@@H]2C1
11258	CCc1ccc(C(=O)N2CCC([C@H](O)c3ccc(F)cc3)CC2)cc1S(C)(=O)=O
21095	C[C@H](O)[C@@](C)(CNC(=O)c1ccc(Oc2cccc(F)c2C#N)cc1)Cc1ccccc1
3675	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CC[C@@H](N3CC[C@@H](O)C3)C2)cc1
22842	COc1ccc([C@H](O)C2CCN(S(=O)(=O)c3ccc(S(C)(=O)=O)c(F)c3)CC2)cc1
25719	C[C@H](C[C@H](O)c1ccco1)NC(=O)N[C@H](C)c1ccc(Oc2ccccc2)c(F)c1
2459	Cc1ccc(Oc2ccccc2CCNS(=O)(=O)c2ccc(F)cc2C#N)cc1
23734	Cc1ccnc(Oc2ccc(C(=O)N3CCC(O)(Cc4cccc(F)c4)CC3)cc2)c1
12589	COc1cc([C@@H](C)NCc2cccc(OCc3cccc(C#N)c3)c2)ccc1S(C)(=O)=O
30840	COc1cc(C(=O)/C=C/c2cnc(C(C)(C)C)nc2)ccc1S(C)(=O)=O
35724	Cc1cc(S(C)(=O)=O)c(C)c(S(=O)(=O)N2CCC(O)(Cc3cccc(F)c3)CC2)c1
20764	COc1cc(C(=O)/C=C/c2cccc(OCc3ccccc3)c2)ccc1S(C)(=O)=O
5546	Cc1cc(CNC2CCN(Cc3ccc(C#N)cc3)CC2)ccc1S(C)(=O)=O
24626	C[C@H]1CN(c2cccc(F)c2)CCN1C(=O)c1ccc(Oc2cccc(F)c2C#N)cc1
24900	COc1cc(C#N)ccc1Oc1ccc(NC(=O)NCc2nc(-c3ccc(F)cc3)n[nH]2)cc1
8948	COc1cc(C#N)ccc1Oc1ccc(NC(=O)C(=O)N2CC[C@@H]2c2cccc(F)c2)cc1
15815	COc1cc(C#N)ccc1Oc1ccc(NC(=O)CNC(=O)Nc2ccccc2)cc1
15020	CC[C@H](O)CN1CCN(C(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)CC1
3473	Cc1[nH]c(-c2ccncc2)nc(=O)c1CCC(=O)N1CCC(c2cccc(F)c2)CC1
39979	CCCN1CC[C@@H](NC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)C1
23662	COc1cc(C(=O)/C=C/c2ccc(OCc3ccc(C)cc3)cc2)ccc1S(C)(=O)=O
3728	CS(=O)(=O)c1ccc(C(=O)N2CCC([C@@H]3CCCCN3C(=O)c3cccc(F)c3)CC2)cc1F
32925	COc1cc(/C=C/C(=O)c2ccc(S(C)(=O)=O)c(F)c2)ccc1OCc1ccccc1
17519	C[C@@H](C#N)Oc1ccc(/C=C/C(=O)c2ccc(Oc3ccccc3)c(F)c2)cc1
33625	Cc1ccc(S(C)(=O)=O)cc1NC(=O)c1ccc(Oc2ccc(C#N)cc2C)cc1
3092	C#C[C@H](NC(=O)C(=O)Nc1ccc(Oc2ccc(C#N)cc2OC)cc1)c1ccc(F)cc1
24508	Cc1noc(CN2CCN(C(=O)c3ccc(Oc4ccc(C#N)cc4C)cc3)CC2)n1
35490	CCS(=O)(=O)N1CC(CNC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)C1
20488	CS(=O)(=O)c1cccnc1CNC(=O)Nc1ccc(Oc2ccccc2C#N)c(F)c1
32533	COc1ccccc1N(Cc1ccc(F)cc1C#N)S(=O)(=O)c1cccs1
11014	COc1cc([C@@H](C)N[C@@H](CN2CCCCC2)c2ccccc2)ccc1S(C)(=O)=O
8510	CCc1noc(C)c1C(=O)N1CCO[C@@]2(CCN(C(=O)c3ccc(S(C)(=O)=O)c(F)c3)C2)C1
5535	COc1cc(C(=O)/C=C/c2cccc(-c3ccc(C)cc3)c2)ccc1S(C)(=O)=O
10210	Cn1cc(CNCc2ccccc2Oc2cccc(F)c2)c(-c2ccc(C#N)cc2)n1
28999	CS(=O)(=O)c1ccc(N2CCC([C@@H](O)c3ccc(F)cc3)CC2)c(F)c1
16870	COc1cc(N)c(C(=O)N2CCCN(Cc3ccc(F)cc3)CC2)cc1S(C)(=O)=O
1661	CCCOc1ccc(C(=O)C2=C(O)C(=O)N(C3CC3)[C@@H]2c2cccc(F)c2)cc1OCCC
7319	COc1ccc([C@H](CNS(=O)(=O)Cc2ccc(F)cc2C#N)N2CCCCC2)cc1
28682	COc1cc(C#N)ccc1Oc1ccc(NC(=O)NC[C@@H]2CCN(c3ccc(F)cc3)C2)cc1
34837	C[C@H](NC(=O)N[C@H](C)c1ccc(C#N)cc1)c1ccc(Oc2ccccc2)c(F)c1
20026	COc1cc(Cc2noc([C@@H]3CC(c4cccc(F)c4)=NO3)n2)ccc1S(C)(=O)=O
34579	Cc1cc(Oc2ccc(C#N)cc2)ccc1NC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1
14667	C#CCN1CCN(C(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)CC1
4654	C[C@@H](c1ccc(S(C)(=O)=O)cc1)N(C)C(=O)c1cccc(Oc2ccc(C#N)cc2)c1
25408	CS(=O)(=O)c1ccc(S(=O)(=O)N2CCC([C@H](O)c3ccccc3)CC2)cc1F
6881	CS(=O)(=O)c1ccc(OCCCCC(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)cc1
21503	Cc1ccc(NC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)c(S(C)(=O)=O)c1
40387	N#Cc1ccccc1COc1ccc(C(=O)NCC#Cc2cccc(F)c2)cc1
2827	COc1cc(NC(=O)c2ccccc2S(C)(=O)=O)c(OC)cc1NC(=O)c1ccccc1
12696	N#Cc1ccc(CN2CCN(S(=O)(=O)[C@H]3C[C@@H]3c3cccc(F)c3)CC2)cc1
22837	O=C(NCc1ccccc1Oc1cccc(F)c1)N1CCC([C@H](O)c2ccccc2)CC1
19468	COc1cc(C#N)ccc1Oc1ccc(NC(=O)N[C@@H]2CCCC(F)(F)[C@H]2O)cc1
26368	COc1ccc(C(=O)N(c2cccc(F)c2)S(=O)(=O)c2cc(C)ccc2OC)cc1
39400	Cc1cc(C#N)cc(C(=O)N2CC[C@H]3[C@@H]2CCN3C(=O)c2cccc(S(C)(=O)=O)c2)c1
344	Cc1cc(C#N)ccc1Oc1ccc(C(=O)NC[C@@H](C)Oc2cccc(F)c2)cc1
35472	C[C@@H]1[C@H](C)CCC[C@H]1N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(F)cc1C#N
35419	CC[C@H](NC(=O)NCCc1ccc(Oc2ccc(F)cc2)cc1)[C@@H](O)c1ccccc1
24863	Cc1cc(C#N)ccc1Oc1ccc(C(=O)OCC(=O)Nc2ccc(F)cc2F)cc1
24857	O=C(NCCS(=O)(=O)NC1CC1)NCc1ccccc1Oc1cccc(F)c1
36434	CS(=O)(=O)c1ccc([C@@H]2CN(Cc3ccc(Oc4cccc(F)c4)cc3)CCO2)cc1
9476	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CC(=O)N[C@@H]3CCCC[C@@H]32)cc1
20356	COc1cc(C#N)ccc1Oc1ccc(NC(=O)N[C@@H]2C[C@@H](C)N(c3ccccc3)C2=O)cc1
12615	Cc1cc(C#N)cc(C(=O)N2CCCC[C@@H]2C2CCN(C(=O)CCOc3ccccc3)CC2)c1
15361	Cc1ccc(C(=O)N2CCSCC2)cc1NC(=O)c1ccc(C)c(S(C)(=O)=O)c1
8152	COc1cc(C#N)ccc1Oc1ccc(NC(=O)C(=O)NC[C@@H](O)c2cccc(F)c2)cc1
17855	COc1cc(C#N)ccc1Oc1ccc(NC(=O)N[C@H]2C[C@@H](C)N(c3ccccc3)C2=O)cc1
38524	COc1cc(NC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)c(C(=O)N(C)C)cc1OC
16390	Cc1cc(C#N)ccc1Oc1ccc(C(=O)OCC(=O)Nc2c(C)cccc2C)cc1
31077	CS(=O)(=O)c1ccc(C(=O)N2CC[C@H]3[C@@H]2CCN3C(=O)CNC(=O)c2cccs2)cc1F
16794	CC[C@@H](O)CCCNC(=O)NCc1ccccc1Oc1cccc(F)c1
20967	COc1cc(C#N)ccc1OCC(=O)Nc1cc(F)ccc1Oc1ccc(C)cc1OC
34518	CS(=O)(=O)c1ccc(C(=O)N2CC[C@@]3(C2)CN(C(=O)[C@H](O)c2ccccc2)CCO3)cc1F
22685	COc1cc([C@H](C)N[C@@H](c2ccc(C(C)(C)C)cc2)C(C)C)ccc1S(C)(=O)=O
1177	COC(=O)NCC(=O)N1CCCC[C@H]1C1CCN(C(=O)c2ccc(S(C)(=O)=O)c(F)c2)CC1
29612	Cc1[nH]c(-c2ccncc2)nc(=O)c1CCC(=O)N1CCN(c2ccc(F)cc2C#N)CC1
13387	COc1ccc(C(=O)NCc2ccc(Oc3ccc(F)cc3)c(C)c2)cc1S(=O)(=O)N(C)C
38819	CS(=O)(=O)c1ccc(C(=O)N2CCC(Oc3ccc(C#N)cc3F)CC2)cc1[N+](=O)[O-]
17979	COc1cc([C@@H](C)N[C@H](CC2CCCCC2)c2ccccc2)ccc1S(C)(=O)=O
32125	C[C@H](c1ccc(S(C)(=O)=O)cc1)N(C)C(=O)c1ccc(OCc2ccccc2C#N)cc1
40467	Cc1cc(F)ccc1N(Cc1cccc(C#N)c1)C[C@@H](O)c1ccc(S(C)(=O)=O)cc1
6787	COc1cc(NC(=O)c2ccccc2)c(OC)cc1NC(=O)COc1cc(F)cc(C#N)c1
28960	COc1ccc([C@@H](Cc2ccccc2C)NC(=O)CNC(=O)c2ccc(C#N)cc2)cc1OC
12194	COc1ccc(C(=O)Nc2ccc(Oc3cccc(C#N)c3)cc2)cc1S(C)(=O)=O
4200	COc1cc(N)c(C(=O)N(CCN(C)C)Cc2ccc(C#N)cc2)cc1S(C)(=O)=O
142	N#Cc1c(F)cccc1Oc1ccc(C(=O)Nc2ccc(=O)n(Cc3ccccc3)c2)cc1
5267	Cc1ccc([C@H](CN2CCOCC2)N[C@@H](C)c2ccc(S(C)(=O)=O)c(F)c2)cc1
37560	CC(C)n1cc(/C=C/C(=O)c2ccc(Oc3ccccc3)c(F)c2)cn1
33474	Cc1ccc([C@@H](NCCOc2cccc(F)c2)c2cccc(S(C)(=O)=O)c2)cc1
12108	C[C@H](N[C@@H]1CCN(c2ccc(C#N)cc2)C1=O)c1ccc(Oc2ccccc2)c(F)c1
35611	COc1cc([C@@H](C)NCC2(N[C@@H](C)c3ccccc3)CCCC2)ccc1S(C)(=O)=O
203	COc1cc(C(=O)/C=C/c2ccc(-c3ccc(F)cc3)s2)ccc1S(C)(=O)=O
22945	COc1cc([C@H](C)N[C@@H]2CCN(c3ccc(C#N)cc3)C2=O)ccc1S(C)(=O)=O
14237	COc1cc([C@@H](C)NCc2ccccc2Oc2cccc(C)c2)ccc1S(C)(=O)=O
18356	Cc1cc(F)ccc1N(Cc1cccc(C#N)c1)C(=O)CCOc1ccc(S(C)(=O)=O)cc1
29183	COc1cc([C@@H](C)N[C@H](c2ccccc2)c2cc3ccccc3o2)ccc1S(C)(=O)=O
19795	N#Cc1c(F)cccc1Oc1ccc(C(=O)N2CCC(O)(Cc3ccc(F)cc3)CC2)cc1
3154	COc1cc(C#N)ccc1Oc1ccc(NC(=O)N[C@@H]2CCc3cc(F)ccc32)cc1
9153	COc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(F)ccc3F)[C@@H]2c2cccc(Oc3ccccc3)c2)cc1OC
14639	COc1ccc(C(=O)N[C@@H](C(=O)Nc2ccccc2C#N)c2ccccc2)cc1S(C)(=O)=O
37794	COc1cc([C@@H](C)NCc2cccc(OCc3ccc(F)cc3)c2)ccc1S(C)(=O)=O
17348	COc1cc(C#N)ccc1OCCCC(=O)N[C@@H](C)c1ccc(S(C)(=O)=O)c(OC)c1
37112	O=C(c1ccc(Oc2ccc(F)cc2F)cc1)N1CCC(O)(Cc2cccc(F)c2)CC1
35784	COc1cc([C@H](C)NCc2cccc(Oc3ccccc3)c2)ccc1S(C)(=O)=O
15139	CS(=O)(=O)c1cccc(C(=O)N2CCO[C@@]3(CCN(C(=O)c4ccccc4C(N)=O)C3)C2)c1
27260	Cc1cc(Oc2ccc(C#N)cc2)ccc1NC(=O)N1CCC([C@H](O)c2ccc(F)cc2)CC1
18759	CCCN1CCC(CN[C@H](C)c2ccc(S(C)(=O)=O)c(OC)c2)CC1
22018	CS(=O)(=O)c1ccc(C(=O)N2CC[C@H]3[C@@H]2CCN3C(=O)CCOc2ccc(F)cc2)cc1F
8421	COc1cc([C@@H](C)N[C@@H](C)C(=O)N(CCC#N)c2ccc(C)cc2)ccc1S(C)(=O)=O
35043	COc1ccc(COc2cccc(F)c2)cc1NC(=O)c1ccc(S(C)(=O)=O)cc1
31962	COc1ccc([C@@H](Cc2ccccc2C)NS(=O)(=O)c2ccc(C#N)cc2F)cc1OC
16484	CCS(=O)(=O)c1ccccc1Oc1ccc(NC(=O)c2cc(C#N)cc(N(C)C)c2)cc1
16326	CS(=O)(=O)c1ccccc1CC(=O)NCc1ccc(COc2cccc(F)c2)cc1
19609	COc1cc([C@@H](C)NC(=O)Nc2ccccc2Oc2cccc(F)c2)ccc1S(C)(=O)=O
26295	CC(=O)NCC(=O)N1CCC(OC2CCN(C(=O)c3ccc(S(C)(=O)=O)c(F)c3)CC2)CC1
23271	C[C@H](O)CN1CCN(C(=O)c2cccc(Oc3ccc(C#N)cc3)c2)[C@@H](C)C1
22859	Cc1cc(C#N)cc(C(=O)N2CC[C@H]3[C@@H]2CCN3C(=O)CCOc2ccc(F)cc2)c1
13980	COc1cc(C(=O)/C=C/c2ccc(-c3ccccc3)s2)ccc1S(C)(=O)=O
28265	COc1cc([C@H](C)N[C@H]2CCN(CC3CCCC3)C2)ccc1S(C)(=O)=O
5420	COc1cc([C@H](C)N[C@@H]2CCCN([C@H](C)c3ccc(F)cc3)C2=O)ccc1S(C)(=O)=O
6676	COc1cc([C@@H](C)N[C@H](C)C(=O)Nc2ccc(C(N)=O)cc2)ccc1S(C)(=O)=O
33566	C[C@H](C[C@@H](O)c1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccc(C#N)cc2)cc1
31557	CS(=O)(=O)c1cccc(C(=O)N2CCN(C(=O)N[C@@H]3C[C@@H]3c3cccc(F)c3)CC2)c1
36593	N#Cc1ccnc(N2CCN(Cc3cc(F)ccc3Oc3cc(F)cc(F)c3)CC2)c1
18915	COc1cc(C#N)ccc1Oc1ccc(NC(=O)c2ccc(=O)n(-c3cccc(F)c3)c2)cc1
12152	CC[C@H](C)n1c(SCC(=O)N[C@H](C)[C@@H](O)c2ccc(F)cc2)nnc1-c1ccccc1
4584	O=C(c1ccc(Oc2ccc(F)cc2F)cc1)N1CCC([C@@H](O)c2ccccc2)CC1
31530	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N[C@H](c2cccc(F)c2)c2nccn2C)cc1
18048	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CCN(Cc3ccccc3)[C@@H](C#N)C2)cc1
15471	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N(C)[C@H]2CCCC[C@@H]2S(C)(=O)=O)cc1
10045	Cc1[nH]c(-c2ccncc2)nc(=O)c1CC(=O)Nc1ccc(Oc2cccc(F)c2)c2ccncc12
8901	C[C@H](C#N)S(=O)(=O)c1ccc(NC(=O)NCc2ccccc2Oc2cccc(F)c2)cc1
40167	CC[C@@H](NC(=O)NCc1ccccc1Oc1cccc(F)c1)[C@H](O)C(C)C
23194	COc1cc(C(=O)/C=C\c2c(C)nn(-c3ccc(F)cc3F)c2C)ccc1S(C)(=O)=O
33357	COc1ccc(C(=O)N2CCN(Cc3ccc(C#N)cc3)CC2)cc1S(C)(=O)=O
9934	Cc1ccc(S(C)(=O)=O)cc1NC(=O)c1ccc(Oc2cccc(F)c2C#N)cc1
29749	COc1ccc([C@@H](Cc2ccccc2C)NC(=O)CNc2ccc(C#N)cn2)cc1OC
9565	C[C@@H](c1ccc(S(C)(=O)=O)cc1)N(C)C(=O)c1cccc(COc2cccc(F)c2)c1
15801	COc1cc(OC)cc(C(=O)NCC(=O)N[C@@H](C)c2ccc(S(C)(=O)=O)c(OC)c2)c1
13524	COc1ccc(NC(=O)c2cccc(COc3cccc(F)c3)c2)cc1S(C)(=O)=O
15690	COc1cc(N)c(C(=O)N2CCN(C(=O)c3ccc(C)c(F)c3)CC2)cc1S(C)(=O)=O
19032	COc1ccc(Oc2ccc(/C=C/C(=O)c3ccc(S(C)(=O)=O)c(OC)c3)cc2)cc1
21529	CN(C)S(=O)(=O)c1ccc(C(=O)NCc2ccccc2Oc2cccc(F)c2)cc1
33592	COc1ccc(C)cc1S(=O)(=O)N(C(=O)c1cccc(C#N)c1)c1cccc(F)c1
19901	CS(=O)(=O)c1ccc(C(=O)N2C[C@H]3COC[C@@H](C2)[C@H]3NC(=O)Cc2ccc(C#N)cc2)cc1F
2394	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Oc3ccccc3C#N)cc2)cc1
37433	CCOc1ccc(NC(=O)COc2cc(F)cc(C#N)c2)cc1S(=O)(=O)N(CC)CC
13019	Cc1cc(F)ccc1N(Cc1ccc(C#N)cc1)C(=O)c1ccc2c(c1)S(=O)(=O)N(C1CC1)C2=O
21480	CS(=O)(=O)c1ccc(/C=C\C(=O)c2ccc(Oc3ccccc3)c(F)c2)cc1
39716	COc1ccc(C[C@@H](NS(=O)(=O)c2ccc(C#N)cc2F)c2ccccc2)cc1OC
33211	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CCN(C(=O)c3ccc(F)cc3)CC2)cc1
17101	CN(C)c1cc(C#N)cc(C(=O)N[C@@H](C#N)c2ccc(OCc3ccccc3)cc2)c1
2178	CCCN1CCC(CN[C@@H](C)c2ccc(S(C)(=O)=O)c(OC)c2)CC1
11191	CS(=O)(=O)c1ccccc1C(=O)NCCc1cc(F)cc(OCc2ccccc2)c1
19251	C=CCN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccccc4)c(C#N)c3)cc2C1=O
28603	COc1cc(C)ccc1Oc1ccc(F)cc1NC(=O)COc1ccc(C#N)cc1
7573	C[C@H](C#N)Oc1ccc(/C=C/C(=O)c2ccc(Oc3ccccc3)c(F)c2)cc1
36032	COCCCOc1cc(C)ccc1CNS(=O)(=O)c1ccc(F)cc1C#N
22863	COc1ccc(NC(=O)c2cccc(OCc3ccccc3C#N)c2)c(S(C)(=O)=O)c1
14535	CS(=O)(=O)c1ccc(OCCC(=O)NC[C@@H](O)COc2cccc(F)c2)cc1
15804	N#Cc1ccc(Oc2cccc(C(=O)N3CCC([C@@H](O)c4ccccc4)CC3)c2)cc1
23140	CCCC#Cc1ccc([C@H]2[C@@H](C#N)N(S(=O)(=O)c3cccc(F)c3)[C@H]2CO)cc1
4908	COc1cc(N)c(C(=O)NCc2ccc(Oc3ccc(F)cc3)cc2)cc1S(C)(=O)=O
39479	CCCn1cc(NC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)ccc1=O
7976	Cc1cc(C#N)ccc1Oc1ccc(C(=O)Nc2ccc(C(N)=O)c(F)c2)cc1
16511	O=C(c1ccc(Oc2ccc(F)cc2F)cc1)N1CCC(O)(Cc2ccc(F)cc2)CC1
2704	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N(C)[C@@H]2CCCC[C@H]2S(C)(=O)=O)cc1
10927	COc1cc(C#N)cc(C(=O)N2CCC([C@@H]3CCCCN3C(=O)c3ccc4occc4c3)CC2)c1
8104	C[C@@H]1CN(C(=O)c2cccc(Oc3ccc(C#N)cc3)c2)CCN([C@H]2C[C@H]2C)C1
29400	COc1cc(C(=O)/C=C/c2ccc(Oc3cccnc3)c(C)c2)ccc1S(C)(=O)=O
21233	COc1cc([C@H](C)NC(=O)c2ccc(COc3ccc(C#N)cc3)o2)ccc1S(C)(=O)=O
5968	C[C@H](C#N)Oc1ccc(/C=C/C(=O)c2ccc(Oc3ccccc3)c(F)c2)cc1
1353	COc1cc(C#N)ccc1Oc1ccc(NC(=O)Nc2ccc(C)cc2)cc1
28668	COc1cc(C#N)ccc1Oc1ccc(NS(=O)(=O)CCOc2ccc(F)cc2)cc1
38135	COc1cc(C#N)ccc1Oc1ccc(NC(=O)N[C@H]2CS[C@H](C)C2)cc1
23927	CN(C)c1cc(C#N)cc(C(=O)NCc2ccccc2Oc2cccc(F)c2)c1
20690	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(OCc3cccc(C#N)c3)cc2)cc1[N+](=O)[O-]
33083	CS(=O)(=O)c1ccc(C(=O)N2CCC([C@H]3CCCCN3C(=O)CNC(=N)N)CC2)cc1F
9004	CC(=O)c1ccc(S(C)(=O)=O)c(N2CCN(CC(=O)N3C[C@H](C)C[C@@H](C)C3)CC2)c1
16669	COCc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(C#N)cc2)c2ccc(F)cc2C)c1
17172	COc1cc(N)c(C(=O)N2CCN(Cc3ccc(C(N)=O)cc3)CC2)cc1S(C)(=O)=O
14964	COc1cc(NC(=O)c2cc(C#N)cc(N(C)C)c2)c(OC)cc1NC(=O)c1ccccc1
14645	COc1cc([C@@H](C)NCC(=O)N2CCN([C@@H](C#N)C(C)C)CC2)ccc1S(C)(=O)=O
39392	COc1cc([C@@H](C)NC2CCN(c3ccc(C#N)cn3)CC2)ccc1S(C)(=O)=O
6903	CS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3C#N)cc2)cc1
11830	COc1cc(C(=O)/C=C\c2ccc(OCc3ccc(F)cc3)cc2)ccc1S(C)(=O)=O
8362	COc1ccc(C(=O)N2CCN(c3cc(C(C)=O)ccc3S(C)(=O)=O)CC2)c(OC)c1
21649	CS(=O)(=O)c1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3F)cc2)cc1F
8941	COc1cc(C#N)ccc1Oc1ccc(NC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)cc1
9103	COC(=O)NCC(=O)N1CCC([C@@H]2CCCCN2C(=O)c2ccc(S(C)(=O)=O)c(F)c2)CC1
34811	Cc1[nH]c(-c2ccncc2)nc(=O)c1CCC(=O)N1CCC(Oc2cccc(F)c2)CC1
24006	COc1cc([C@H](C)NCC(=O)N2CCN([C@@H](C#N)C(C)C)CC2)ccc1S(C)(=O)=O
6288	CCOc1ccc([C@H](O)C2CCN(S(=O)(=O)c3ccc(C#N)cc3C)CC2)cc1
2905	COc1cc(C)c(CN2CCN(C(=O)CSc3ccc(C)cc3C#N)CC2)cc1OC
6408	COc1cc(C#N)ccc1Oc1ccc(NC(=O)[C@H]2C[C@@H]2c2ccc(F)cc2)cc1
11192	CS(=O)(=O)c1ccc(OCCC(=O)Nc2ccccc2Oc2cc(F)cc(F)c2)cc1
18804	CS(=O)(=O)c1ccc(NC(=O)c2ccc(Oc3cccc(F)c3C#N)cc2)cc1
28365	COc1cc(C#N)ccc1Oc1ccc(NC(=O)NCc2cc(F)cc3c2OCOC3)cc1
32475	Cc1cc(CNC(=O)CS(=O)(=O)Cc2ccc(C#N)cc2)ccc1Oc1ccc(F)cc1
8145	CC(C)OCc1ccc(N[C@@H](c2cccc(S(C)(=O)=O)c2)c2ccc(F)cc2F)cc1
1244	Cc1ccc(C(=O)Nc2ccc(Oc3cccc(F)c3)c3ccncc23)cc1S(C)(=O)=O
39944	COc1cc([C@@H](C)N[C@H]2CCCN(c3ccc(C#N)cc3F)C2)ccc1S(C)(=O)=O
40392	COc1cc(C(=O)/C=C/c2cnc(-c3ccccc3)nc2)ccc1S(C)(=O)=O
16778	COc1ccc(COc2cccc(F)c2)cc1NC(=O)NNC(=O)c1ccc(C#N)cc1
27998	COc1cc(C#N)ccc1Oc1ccc(NC(=O)C(=O)N2C[C@H](O)C[C@H](O)C2)cc1
27239	COc1cc(C(=O)/C=C\c2ccc(N(C)C(C)C)nc2)ccc1S(C)(=O)=O
21279	Cc1ccc(NC(=O)c2ccc(OCc3ccccc3C#N)cc2)c(S(C)(=O)=O)c1
31632	COc1cc(C#N)ccc1Oc1ccc(NC(=O)c2nn(-c3cccc(F)c3)cc2O)cc1
8705	COc1cc([C@H](C)N[C@H](CC2CCCCC2)c2ccccc2)ccc1S(C)(=O)=O
37057	C[C@H](N[C@@H](C)c1ccc(S(C)(=O)=O)c(F)c1)c1ccc(OCc2ccc(F)cc2)cc1
791	CS(=O)(=O)c1ccc(NC(=O)c2cccc(COc3ccc(C#N)cc3)c2)cc1C(F)F
24737	COc1cc(C(=O)/C=C/c2cccc(Oc3ccccc3)c2)ccc1S(C)(=O)=O
263	COc1cc([C@H](C)NC2CCN([C@@H]3CCCC[C@H]3O)CC2)ccc1S(C)(=O)=O
23723	COc1ccc(C(=O)Nc2cc(C#N)ccc2C)cc1S(=O)(=O)N1C[C@H](C)C[C@@H](C)C1
15525	CS(=O)(=O)c1cc(C#N)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1
34454	COc1cc([C@H](C)N[C@@H]2CCCN(C3CCCCC3)C2=O)ccc1S(C)(=O)=O
36566	CS(=O)(=O)c1ccc(C(=O)N2CC[C@H]3[C@@H]2CCN3C(=O)Cc2ccc(C#N)cc2)cc1F
27780	N#Cc1cc(F)ccc1N1CCN(Cc2ccc(Oc3ccc(F)cc3)nc2)CC1
21917	COc1ccc(C(=O)Nc2ccc(Oc3cccc(F)c3)c3ccncc23)cc1S(=O)(=O)N(C)C
37314	CS(=O)(=O)c1ccc(F)c(NC(=O)c2ccc(Oc3cccc(F)c3C#N)cc2)c1
6201	Cc1cc(CNC(=O)Cc2ccccc2S(C)(=O)=O)ccc1Oc1ccc(F)cc1
36815	C[C@H](C[C@@H](O)c1ccco1)NC(=O)N[C@H](C)c1ccc(Oc2ccccc2)c(F)c1
3070	COc1cc([C@@H](C)N[C@@H](C)c2ccc(S(C)(=O)=O)c(OC)c2)ccc1OC(C)C
14220	COc1cc(C#N)ccc1Oc1ccc(NC(=O)C(=O)N(C)Cc2cccc(F)c2)cc1
26245	COc1cc(C#N)cc(C(=O)N2CCCC[C@@H]2C2CCN(C(=O)c3ccc4occc4c3)CC2)c1
29092	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CCN[C@@H](c3ccc(F)cc3)C2)cc1
12060	Cc1cc(C#N)ccc1Oc1ccc(C(=O)Nc2ccc(F)cc2NS(C)(=O)=O)cc1
12687	CC(C)(C)OC(=O)N1CC(CS(=O)(=O)NCc2ccccc2Oc2cccc(F)c2)C1
26063	CNC(=O)CC1(CNC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)CCCCC1
30344	COc1cc(C)c(C)cc1S(=O)(=O)N(Cc1ccc(C#N)cc1)c1ccc(F)cc1F
27125	COc1cc(/C=C/C(=O)c2ccc(S(C)(=O)=O)c(F)c2)ccc1OCc1ccccc1
9916	Cc1cc(C#N)ccc1Oc1ccc(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2F)cc1
40880	COc1cccc(N(C(=O)c2cccc(F)c2)S(=O)(=O)c2cc(OC)ccc2OC)c1
